date,commodity_code,country_code,region,commodity,historical_demand_units,forecast_demand_units,actual_demand_units,demand_units,demand_variance_percent,seasonal_index,trend_component,cyclical_component,irregular_component,demand_type,customer_segment_breakdown,is_anomaly
2015-01,RBR,MX,North America,Rubber,56713,55036,57011,57011,0.527,1,1.0,0.0,0.0053,baseline,"{""enterprise"": 23945, ""mid_market"": 18814, ""small_business"": 10262, ""startup"": 3991}",false
2015-01,TIM,MX,North America,Timber,42936,43714,41700,41700,-2.88,1,1.0,0.0,-0.0288,baseline,"{""enterprise"": 17514, ""mid_market"": 13761, ""small_business"": 7506, ""startup"": 2919}",false
2015-01,CEM,MX,North America,Cement,17954,18356,18239,18239,1.586,1,1.0,0.0,0.0159,baseline,"{""enterprise"": 7661, ""mid_market"": 6019, ""small_business"": 3283, ""startup"": 1277}",false
2015-01,GLS,MX,North America,Glass,30166,29902,28687,28687,-4.904,1,1.0,0.0,-0.049,baseline,"{""enterprise"": 12049, ""mid_market"": 9467, ""small_business"": 5164, ""startup"": 2008}",false
2015-01,PAP,MX,North America,Paper,50751,48977,50678,50678,-0.143,1,1.0,0.0,-0.0014,baseline,"{""enterprise"": 21285, ""mid_market"": 16724, ""small_business"": 9122, ""startup"": 3548}",false
2015-01,STL,TH,Asia,Steel,36346,35774,32849,32849,-9.621,1,1.0,0.0,-0.0962,baseline,"{""enterprise"": 13797, ""mid_market"": 10840, ""small_business"": 5913, ""startup"": 2299}",false
2015-01,COP,TH,Asia,Copper,30277,30403,29135,29135,-3.772,1,1.0,0.0,-0.0377,baseline,"{""enterprise"": 12237, ""mid_market"": 9615, ""small_business"": 5244, ""startup"": 2040}",false
2015-01,PLA,TH,Asia,Plastic,32440,32767,32928,32928,1.506,1,1.0,0.0,0.0151,baseline,"{""enterprise"": 13830, ""mid_market"": 10867, ""small_business"": 5927, ""startup"": 2305}",false
2015-01,CTN,TH,Asia,Cotton,49390,50398,44375,44375,-10.153,1,1.0,0.0,-0.1015,baseline,"{""enterprise"": 18638, ""mid_market"": 14644, ""small_business"": 7988, ""startup"": 3106}",false
2015-01,SLC,TH,Asia,Silicon,30526,30421,32237,32237,5.604,1,1.0,0.0,0.056,baseline,"{""enterprise"": 13540, ""mid_market"": 10638, ""small_business"": 5803, ""startup"": 2257}",false
2015-01,ALM,TH,Asia,Aluminum,43753,43632,35701,35701,-18.402,1,1.0,0.0,-0.184,baseline,"{""enterprise"": 14995, ""mid_market"": 11782, ""small_business"": 6426, ""startup"": 2499}",false
2015-01,LIT,TH,Asia,Lithium,20187,20607,17910,17910,-11.279,1,1.0,0.0,-0.1128,baseline,"{""enterprise"": 7522, ""mid_market"": 5910, ""small_business"": 3224, ""startup"": 1254}",false
2015-01,NIC,TH,Asia,Nickel,49377,48849,47616,47616,-3.567,1,1.0,0.0,-0.0357,baseline,"{""enterprise"": 19999, ""mid_market"": 15713, ""small_business"": 8571, ""startup"": 3333}",false
2015-01,REE,TH,Asia,Rare Earth,35989,35822,33603,33603,-6.631,1,1.0,0.0,-0.0663,baseline,"{""enterprise"": 14113, ""mid_market"": 11089, ""small_business"": 6049, ""startup"": 2352}",false
2015-01,SEM,TH,Asia,Semiconductors,41305,40553,42147,42147,2.039,1,1.0,0.0,0.0204,baseline,"{""enterprise"": 17702, ""mid_market"": 13909, ""small_business"": 7587, ""startup"": 2950}",false
2015-01,RBR,TH,Asia,Rubber,51729,53547,49273,49273,-4.747,1,1.0,0.0,-0.0475,baseline,"{""enterprise"": 20695, ""mid_market"": 16260, ""small_business"": 8869, ""startup"": 3449}",false
2015-01,TIM,TH,Asia,Timber,39163,38393,29681,29681,-24.212,1,1.0,0.0,-0.2421,baseline,"{""enterprise"": 12466, ""mid_market"": 9795, ""small_business"": 5343, ""startup"": 2078}",false
2015-01,CEM,TH,Asia,Cement,16377,16008,20202,20202,23.36,1,1.0,0.0,0.2336,baseline,"{""enterprise"": 8485, ""mid_market"": 6667, ""small_business"": 3637, ""startup"": 1414}",false
2015-01,GLS,TH,Asia,Glass,27515,27726,27562,27562,0.168,1,1.0,0.0,0.0017,baseline,"{""enterprise"": 11576, ""mid_market"": 9095, ""small_business"": 4961, ""startup"": 1929}",false
2015-01,PAP,TH,Asia,Paper,46291,46146,42386,42386,-8.437,1,1.0,0.0,-0.0844,baseline,"{""enterprise"": 17802, ""mid_market"": 13987, ""small_business"": 7629, ""startup"": 2967}",false
2015-01,STL,PL,Europe,Steel,42368,42965,41289,41289,-2.547,1,1.0,0.0,-0.0255,baseline,"{""enterprise"": 17342, ""mid_market"": 13626, ""small_business"": 7432, ""startup"": 2890}",false
2015-01,COP,PL,Europe,Copper,35294,34529,41189,41189,16.702,1,1.0,0.0,0.167,baseline,"{""enterprise"": 17300, ""mid_market"": 13593, ""small_business"": 7414, ""startup"": 2883}",false
2015-01,PLA,PL,Europe,Plastic,37815,38657,38577,38577,2.015,1,1.0,0.0,0.0201,baseline,"{""enterprise"": 16203, ""mid_market"": 12731, ""small_business"": 6944, ""startup"": 2700}",false
2015-01,CTN,PL,Europe,Cotton,57573,59811,60240,60240,4.631,1,1.0,0.0,0.0463,baseline,"{""enterprise"": 25301, ""mid_market"": 19879, ""small_business"": 10843, ""startup"": 4217}",false
2015-01,SLC,PL,Europe,Silicon,35584,34608,33140,33140,-6.867,1,1.0,0.0,-0.0687,baseline,"{""enterprise"": 13919, ""mid_market"": 10937, ""small_business"": 5965, ""startup"": 2320}",false
2015-01,ALM,PL,Europe,Aluminum,51003,50903,48975,48975,-3.975,1,1.0,0.0,-0.0398,baseline,"{""enterprise"": 20570, ""mid_market"": 16162, ""small_business"": 8816, ""startup"": 3428}",false
2015-01,LIT,PL,Europe,Lithium,23532,24102,24321,24321,3.352,1,1.0,0.0,0.0335,baseline,"{""enterprise"": 10215, ""mid_market"": 8026, ""small_business"": 4378, ""startup"": 1702}",false
2015-01,NIC,PL,Europe,Nickel,57559,56923,60730,60730,5.51,1,1.0,0.0,0.0551,baseline,"{""enterprise"": 25507, ""mid_market"": 20041, ""small_business"": 10932, ""startup"": 4251}",false
2015-01,REE,PL,Europe,Rare Earth,41953,40896,36470,36470,-13.068,1,1.0,0.0,-0.1307,baseline,"{""enterprise"": 15318, ""mid_market"": 12035, ""small_business"": 6565, ""startup"": 2553}",false
2015-01,SEM,PL,Europe,Semiconductors,48149,45960,49778,49778,3.384,1,1.0,0.0,0.0338,baseline,"{""enterprise"": 20907, ""mid_market"": 16427, ""small_business"": 8960, ""startup"": 3484}",false
2015-01,RBR,PL,Europe,Rubber,60300,61108,66716,66716,10.64,1,1.0,0.0,0.1064,baseline,"{""enterprise"": 28021, ""mid_market"": 22017, ""small_business"": 12009, ""startup"": 4670}",false
2015-01,TIM,PL,Europe,Timber,45652,43991,48219,48219,5.621,1,1.0,0.0,0.0562,baseline,"{""enterprise"": 20252, ""mid_market"": 15912, ""small_business"": 8679, ""startup"": 3375}",false
2015-01,CEM,PL,Europe,Cement,19090,18665,19458,19458,1.925,1,1.0,0.0,0.0192,baseline,"{""enterprise"": 8172, ""mid_market"": 6421, ""small_business"": 3502, ""startup"": 1362}",false
2015-01,GLS,PL,Europe,Glass,32074,32078,28076,28076,-12.466,1,1.0,0.0,-0.1247,baseline,"{""enterprise"": 11792, ""mid_market"": 9265, ""small_business"": 5054, ""startup"": 1965}",false
2015-01,PAP,PL,Europe,Paper,53962,54614,61111,61111,13.25,1,1.0,0.0,0.1325,baseline,"{""enterprise"": 25667, ""mid_market"": 20167, ""small_business"": 11000, ""startup"": 4278}",false
2015-01,STL,TR,Middle East,Steel,37957,39472,39748,39748,4.718,1,1.0,0.0,0.0472,baseline,"{""enterprise"": 16694, ""mid_market"": 13117, ""small_business"": 7155, ""startup"": 2782}",false
2015-01,COP,TR,Middle East,Copper,31619,32218,29878,29878,-5.506,1,1.0,0.0,-0.0551,baseline,"{""enterprise"": 12549, ""mid_market"": 9860, ""small_business"": 5378, ""startup"": 2092}",false
2015-01,PLA,TR,Middle East,Plastic,33878,34757,35872,35872,5.885,1,1.0,0.0,0.0589,baseline,"{""enterprise"": 15066, ""mid_market"": 11838, ""small_business"": 6457, ""startup"": 2511}",false
2015-01,CTN,TR,Middle East,Cotton,51579,52049,47687,47687,-7.546,1,1.0,0.0,-0.0755,baseline,"{""enterprise"": 20029, ""mid_market"": 15737, ""small_business"": 8584, ""startup"": 3338}",false
2015-01,SLC,TR,Middle East,Silicon,31879,32095,32693,32693,2.553,1,1.0,0.0,0.0255,baseline,"{""enterprise"": 13731, ""mid_market"": 10789, ""small_business"": 5885, ""startup"": 2289}",false
2015-01,ALM,TR,Middle East,Aluminum,45692,45012,46751,46751,2.318,1,1.0,0.0,0.0232,baseline,"{""enterprise"": 19636, ""mid_market"": 15428, ""small_business"": 8415, ""startup"": 3273}",false
2015-01,LIT,TR,Middle East,Lithium,21082,21040,19597,19597,-7.042,1,1.0,0.0,-0.0704,baseline,"{""enterprise"": 8231, ""mid_market"": 6467, ""small_business"": 3528, ""startup"": 1372}",false
2015-01,NIC,TR,Middle East,Nickel,51566,52804,57450,57450,11.411,1,1.0,0.0,0.1141,baseline,"{""enterprise"": 24129, ""mid_market"": 18959, ""small_business"": 10341, ""startup"": 4022}",false
2015-01,REE,TR,Middle East,Rare Earth,37585,36593,42681,42681,13.559,1,1.0,0.0,0.1356,baseline,"{""enterprise"": 17926, ""mid_market"": 14085, ""small_business"": 7683, ""startup"": 2988}",false
2015-01,SEM,TR,Middle East,Semiconductors,43135,40947,47105,47105,9.202,1,1.0,0.0,0.092,baseline,"{""enterprise"": 19784, ""mid_market"": 15545, ""small_business"": 8479, ""startup"": 3297}",false
2015-01,RBR,TR,Middle East,Rubber,54022,53025,49541,49541,-8.295,1,1.0,0.0,-0.083,baseline,"{""enterprise"": 20807, ""mid_market"": 16349, ""small_business"": 8917, ""startup"": 3468}",false
2015-01,TIM,TR,Middle East,Timber,40899,43289,32025,32025,-21.697,1,1.0,0.0,-0.217,baseline,"{""enterprise"": 13451, ""mid_market"": 10568, ""small_business"": 5765, ""startup"": 2242}",false
2015-01,CEM,TR,Middle East,Cement,17103,17164,15611,15611,-8.718,1,1.0,0.0,-0.0872,baseline,"{""enterprise"": 6557, ""mid_market"": 5152, ""small_business"": 2810, ""startup"": 1093}",false
2015-01,GLS,TR,Middle East,Glass,28735,28594,28257,28257,-1.664,1,1.0,0.0,-0.0166,baseline,"{""enterprise"": 11868, ""mid_market"": 9325, ""small_business"": 5086, ""startup"": 1978}",false
2015-01,PAP,TR,Middle East,Paper,48343,47188,49972,49972,3.369,1,1.0,0.0,0.0337,baseline,"{""enterprise"": 20988, ""mid_market"": 16491, ""small_business"": 8995, ""startup"": 3498}",false
2015-01,STL,ZA,Africa,Steel,35986,34497,37902,37902,5.327,1,1.0,0.0,0.0533,baseline,"{""enterprise"": 15919, ""mid_market"": 12508, ""small_business"": 6823, ""startup"": 2653}",false
2015-01,COP,ZA,Africa,Copper,29977,30659,28304,28304,-5.583,1,1.0,0.0,-0.0558,baseline,"{""enterprise"": 11888, ""mid_market"": 9340, ""small_business"": 5095, ""startup"": 1981}",false
2015-01,PLA,ZA,Africa,Plastic,32118,32488,32346,32346,0.71,1,1.0,0.0,0.0071,baseline,"{""enterprise"": 13586, ""mid_market"": 10675, ""small_business"": 5822, ""startup"": 2264}",false
2015-01,CTN,ZA,Africa,Cotton,48900,46906,42970,42970,-12.127,1,1.0,0.0,-0.1213,baseline,"{""enterprise"": 18048, ""mid_market"": 14180, ""small_business"": 7735, ""startup"": 3008}",false
2015-01,SLC,ZA,Africa,Silicon,30223,30406,31295,31295,3.545,1,1.0,0.0,0.0354,baseline,"{""enterprise"": 13144, ""mid_market"": 10327, ""small_business"": 5633, ""startup"": 2191}",false
2015-01,ALM,ZA,Africa,Aluminum,43319,45999,47282,47282,9.147,1,1.0,0.0,0.0915,baseline,"{""enterprise"": 19859, ""mid_market"": 15603, ""small_business"": 8511, ""startup"": 3310}",false
2015-01,LIT,ZA,Africa,Lithium,19987,20635,19758,19758,-1.143,1,1.0,0.0,-0.0114,baseline,"{""enterprise"": 8299, ""mid_market"": 6520, ""small_business"": 3557, ""startup"": 1383}",false
2015-01,NIC,ZA,Africa,Nickel,48888,48462,48557,48557,-0.677,1,1.0,0.0,-0.0068,baseline,"{""enterprise"": 20394, ""mid_market"": 16024, ""small_business"": 8740, ""startup"": 3399}",false
2015-01,REE,ZA,Africa,Rare Earth,35633,34997,30992,30992,-13.024,1,1.0,0.0,-0.1302,baseline,"{""enterprise"": 13017, ""mid_market"": 10228, ""small_business"": 5579, ""startup"": 2169}",false
2015-01,SEM,ZA,Africa,Semiconductors,40895,39721,40361,40361,-1.306,1,1.0,0.0,-0.0131,baseline,"{""enterprise"": 16952, ""mid_market"": 13319, ""small_business"": 7265, ""startup"": 2825}",false
2015-01,RBR,ZA,Africa,Rubber,51216,51568,47037,47037,-8.159,1,1.0,0.0,-0.0816,baseline,"{""enterprise"": 19756, ""mid_market"": 15523, ""small_business"": 8467, ""startup"": 3293}",false
2015-01,TIM,ZA,Africa,Timber,38775,38898,40363,40363,4.095,1,1.0,0.0,0.0409,baseline,"{""enterprise"": 16953, ""mid_market"": 13320, ""small_business"": 7265, ""startup"": 2825}",false
2015-01,CEM,ZA,Africa,Cement,16214,16249,16230,16230,0.097,1,1.0,0.0,0.001,baseline,"{""enterprise"": 6817, ""mid_market"": 5356, ""small_business"": 2922, ""startup"": 1136}",false
2015-01,GLS,ZA,Africa,Glass,27242,27406,27755,27755,1.883,1,1.0,0.0,0.0188,baseline,"{""enterprise"": 11657, ""mid_market"": 9159, ""small_business"": 4996, ""startup"": 1943}",false
2015-01,PAP,ZA,Africa,Paper,45832,45593,48421,48421,5.647,1,1.0,0.0,0.0565,baseline,"{""enterprise"": 20337, ""mid_market"": 15979, ""small_business"": 8716, ""startup"": 3389}",false
2015-01,STL,AU,Oceania,Steel,50674,49408,55221,55221,8.973,1,1.0,0.0,0.0897,baseline,"{""enterprise"": 23193, ""mid_market"": 18223, ""small_business"": 9940, ""startup"": 3866}",false
2015-01,COP,AU,Oceania,Copper,42213,42747,38309,38309,-9.248,1,1.0,0.0,-0.0925,baseline,"{""enterprise"": 16090, ""mid_market"": 12642, ""small_business"": 6896, ""startup"": 2682}",false
2015-01,PLA,AU,Oceania,Plastic,45228,46608,43343,43343,-4.169,1,1.0,0.0,-0.0417,baseline,"{""enterprise"": 18204, ""mid_market"": 14303, ""small_business"": 7802, ""startup"": 3034}",false
2015-01,CTN,AU,Oceania,Cotton,68860,69696,74376,74376,8.01,1,1.0,0.0,0.0801,baseline,"{""enterprise"": 31238, ""mid_market"": 24544, ""small_business"": 13388, ""startup"": 5206}",false
2015-01,SLC,AU,Oceania,Silicon,42560,41751,37148,37148,-12.716,1,1.0,0.0,-0.1272,baseline,"{""enterprise"": 15602, ""mid_market"": 12259, ""small_business"": 6687, ""startup"": 2600}",false
2015-01,ALM,AU,Oceania,Aluminum,61001,61439,54757,54757,-10.236,1,1.0,0.0,-0.1024,baseline,"{""enterprise"": 22998, ""mid_market"": 18070, ""small_business"": 9856, ""startup"": 3833}",false
2015-01,LIT,AU,Oceania,Lithium,28145,28446,27478,27478,-2.371,1,1.0,0.0,-0.0237,baseline,"{""enterprise"": 11541, ""mid_market"": 9068, ""small_business"": 4946, ""startup"": 1923}",false
2015-01,NIC,AU,Oceania,Nickel,68843,67227,77197,77197,12.135,1,1.0,0.0,0.1214,baseline,"{""enterprise"": 32423, ""mid_market"": 25475, ""small_business"": 13896, ""startup"": 5404}",false
2015-01,REE,AU,Oceania,Rare Earth,50177,49231,49752,49752,-0.848,1,1.0,0.0,-0.0085,baseline,"{""enterprise"": 20896, ""mid_market"": 16418, ""small_business"": 8955, ""startup"": 3483}",false
2015-01,SEM,AU,Oceania,Semiconductors,57587,57411,47896,47896,-16.829,1,1.0,0.0,-0.1683,baseline,"{""enterprise"": 20117, ""mid_market"": 15806, ""small_business"": 8621, ""startup"": 3353}",false
2015-01,RBR,AU,Oceania,Rubber,72121,69952,72546,72546,0.588,1,1.0,0.0,0.0059,baseline,"{""enterprise"": 30469, ""mid_market"": 23940, ""small_business"": 13058, ""startup"": 5078}",false
2015-01,TIM,AU,Oceania,Timber,54602,53981,53170,53170,-2.622,1,1.0,0.0,-0.0262,baseline,"{""enterprise"": 22332, ""mid_market"": 17546, ""small_business"": 9571, ""startup"": 3722}",false
2015-01,CEM,AU,Oceania,Cement,22833,23536,23847,23847,4.44,1,1.0,0.0,0.0444,baseline,"{""enterprise"": 10016, ""mid_market"": 7870, ""small_business"": 4292, ""startup"": 1669}",false
2015-01,GLS,AU,Oceania,Glass,38362,38982,38853,38853,1.279,1,1.0,0.0,0.0128,baseline,"{""enterprise"": 16318, ""mid_market"": 12822, ""small_business"": 6994, ""startup"": 2720}",false
2015-01,PAP,AU,Oceania,Paper,64540,67274,58582,58582,-9.232,1,1.0,0.0,-0.0923,baseline,"{""enterprise"": 24605, ""mid_market"": 19332, ""small_business"": 10545, ""startup"": 4101}",false
2015-01,STL,CA,North America,Steel,50125,49689,51997,51997,3.736,1,1.0,0.0,0.0374,baseline,"{""enterprise"": 21839, ""mid_market"": 17159, ""small_business"": 9360, ""startup"": 3640}",false
2015-01,COP,CA,North America,Copper,41756,41653,43865,43865,5.053,1,1.0,0.0,0.0505,baseline,"{""enterprise"": 18424, ""mid_market"": 14476, ""small_business"": 7896, ""startup"": 3071}",false
2015-01,PLA,CA,North America,Plastic,44738,43983,50121,50121,12.032,1,1.0,0.0,0.1203,baseline,"{""enterprise"": 21051, ""mid_market"": 16540, ""small_business"": 9022, ""startup"": 3508}",false
2015-01,CTN,CA,North America,Cotton,68113,68514,64371,64371,-5.494,1,1.0,0.0,-0.0549,baseline,"{""enterprise"": 27036, ""mid_market"": 21243, ""small_business"": 11587, ""startup"": 4506}",false
2015-01,SLC,CA,North America,Silicon,42098,42256,46809,46809,11.19,1,1.0,0.0,0.1119,baseline,"{""enterprise"": 19660, ""mid_market"": 15447, ""small_business"": 8426, ""startup"": 3277}",false
2015-01,ALM,CA,North America,Aluminum,60340,60597,69223,69223,14.722,1,1.0,0.0,0.1472,baseline,"{""enterprise"": 29074, ""mid_market"": 22844, ""small_business"": 12460, ""startup"": 4846}",false
2015-01,LIT,CA,North America,Lithium,27840,26976,26170,26170,-5.998,1,1.0,0.0,-0.06,baseline,"{""enterprise"": 10992, ""mid_market"": 8636, ""small_business"": 4711, ""startup"": 1832}",false
2015-01,NIC,CA,North America,Nickel,68096,68255,75595,75595,11.012,1,1.0,0.0,0.1101,baseline,"{""enterprise"": 31750, ""mid_market"": 24947, ""small_business"": 13607, ""startup"": 5292}",false
2015-01,REE,CA,North America,Rare Earth,49633,48093,47440,47440,-4.417,1,1.0,0.0,-0.0442,baseline,"{""enterprise"": 19925, ""mid_market"": 15656, ""small_business"": 8539, ""startup"": 3321}",false
2015-01,SEM,CA,North America,Semiconductors,56963,59470,47608,47608,-16.423,1,1.0,0.0,-0.1642,baseline,"{""enterprise"": 19996, ""mid_market"": 15711, ""small_business"": 8570, ""startup"": 3333}",false
2015-01,RBR,CA,North America,Rubber,71339,70687,80786,80786,13.242,1,1.0,0.0,0.1324,baseline,"{""enterprise"": 33930, ""mid_market"": 26660, ""small_business"": 14542, ""startup"": 5655}",false
2015-01,TIM,CA,North America,Timber,54010,52648,53484,53484,-0.973,1,1.0,0.0,-0.0097,baseline,"{""enterprise"": 22464, ""mid_market"": 17650, ""small_business"": 9627, ""startup"": 3744}",false
2015-01,CEM,CA,North America,Cement,22585,21813,20733,20733,-8.2,1,1.0,0.0,-0.082,baseline,"{""enterprise"": 8708, ""mid_market"": 6842, ""small_business"": 3732, ""startup"": 1451}",false
2015-01,GLS,CA,North America,Glass,37946,38452,41412,41412,9.132,1,1.0,0.0,0.0913,baseline,"{""enterprise"": 17393, ""mid_market"": 13666, ""small_business"": 7454, ""startup"": 2899}",false
2015-01,PAP,CA,North America,Paper,63840,65075,63929,63929,0.139,1,1.0,0.0,0.0014,baseline,"{""enterprise"": 26850, ""mid_market"": 21097, ""small_business"": 11507, ""startup"": 4475}",false
2015-02,STL,IN,Asia,Steel,34810,36051,30387,30387,-12.706,0.96,1.009,0.0998,-0.1271,seasonal,"{""enterprise"": 12763, ""mid_market"": 10028, ""small_business"": 5470, ""startup"": 2127}",false
2015-02,COP,IN,Asia,Copper,29099,27980,32165,32165,10.54,0.96,1.0125,0.0998,0.1054,seasonal,"{""enterprise"": 13510, ""mid_market"": 10615, ""small_business"": 5790, ""startup"": 2252}",false
2015-02,PLA,IN,Asia,Plastic,31015,30742,31955,31955,3.029,0.96,1.0072,0.0998,0.0303,seasonal,"{""enterprise"": 13421, ""mid_market"": 10545, ""small_business"": 5752, ""startup"": 2237}",false
2015-02,CTN,IN,Asia,Cotton,47139,48498,45162,45162,-4.194,0.96,1.0055,0.0998,-0.0419,seasonal,"{""enterprise"": 18968, ""mid_market"": 14904, ""small_business"": 8129, ""startup"": 3161}",false
2015-02,SLC,IN,Asia,Silicon,29439,29556,31895,31895,8.342,0.96,1.016,0.0998,0.0834,seasonal,"{""enterprise"": 13396, ""mid_market"": 10525, ""small_business"": 5741, ""startup"": 2233}",false
2015-02,ALM,IN,Asia,Aluminum,41977,40649,38888,38888,-7.358,0.96,1.0108,0.0998,-0.0736,seasonal,"{""enterprise"": 16333, ""mid_market"": 12833, ""small_business"": 7000, ""startup"": 2722}",false
2015-02,LIT,IN,Asia,Lithium,20206,21269,19663,19663,-2.688,0.96,1.0545,0.0998,-0.0269,seasonal,"{""enterprise"": 8259, ""mid_market"": 6489, ""small_business"": 3539, ""startup"": 1376}",false
2015-02,NIC,IN,Asia,Nickel,48275,47743,46705,46705,-3.251,0.96,1.03,0.0998,-0.0325,seasonal,"{""enterprise"": 19616, ""mid_market"": 15413, ""small_business"": 8407, ""startup"": 3269}",false
2015-02,REE,IN,Asia,Rare Earth,35425,34127,35506,35506,0.229,0.96,1.037,0.0998,0.0023,seasonal,"{""enterprise"": 14913, ""mid_market"": 11717, ""small_business"": 6391, ""startup"": 2485}",false
2015-02,SEM,IN,Asia,Semiconductors,40108,39473,42846,42846,6.826,0.96,1.023,0.0998,0.0683,seasonal,"{""enterprise"": 17995, ""mid_market"": 14139, ""small_business"": 7712, ""startup"": 2999}",false
2015-02,RBR,IN,Asia,Rubber,49543,48994,44369,44369,-10.443,0.96,1.009,0.0998,-0.1044,seasonal,"{""enterprise"": 18635, ""mid_market"": 14642, ""small_business"": 7987, ""startup"": 3106}",false
